"","Language","World.Region","Language.Family","Latitude","Longitude"
"1002","Tem","Western Africa","Atlantic-Congo",40.828653,-73.892088
"1003","Temne","Western Africa","Atlantic-Congo",40.696508,-73.791409
"1004","Temne","Western Africa","Atlantic-Congo",40.61705,-74.080806
"1005","Temne","Western Africa","Atlantic-Congo",40.848861,-73.890717
"1006","Teochew","Eastern Asia","Sino-Tibetan",40.715785,-73.998674
"1007","Teochew","Eastern Asia","Sino-Tibetan",40.908864,-73.880689
"1008","Tepehua","Central America","Totonacan",40.738474,-73.85651
"1009","Tetum","Southeastern Asia","Austronesian",40.75217,-73.966173
"1010","Thai","Southeastern Asia","Tai-Kadai",40.86357416,-73.09402532
"1011","Thai","Southeastern Asia","Tai-Kadai",40.74033802,-73.88727133
"1012","Thai","Southeastern Asia","Tai-Kadai",40.761009,-73.990538
"1013","Thai","Southeastern Asia","Tai-Kadai",40.85373,-73.900376
"1014","Thakali","Southern Asia","Sino-Tibetan",40.640355,-73.966977
"1015","Thakali","Southern Asia","Sino-Tibetan",40.748901,-73.891471
"1016","Tharu","Southern Asia","Indo-European",40.74933,-73.893447
"1017","Tibetan","Eastern Asia","Sino-Tibetan",40.73993933,-73.87942265
"1018","Tibetan","Eastern Asia","Sino-Tibetan",40.63354626,-73.96578349
"1019","Tibetan","Eastern Asia","Sino-Tibetan",40.858839,-73.865862
"1020","Tibetan","Eastern Asia","Sino-Tibetan",41.55620183,-74.1803347
"1021","Tibetan","Eastern Asia","Sino-Tibetan",40.75567,-73.904271
"1022","Tigre","Eastern Africa","Afro-Asiatic",40.832265,-73.850275
"1023","Tigrinya","Eastern Africa","Afro-Asiatic",40.831249,-73.85133
"1024","Tigrinya","Eastern Africa","Afro-Asiatic",40.810009,-73.95805
"1025","Tiv","Western Africa","Atlantic-Congo",40.637245,-73.958773
"1026","Tlapanec","Central America","Otomanguean",40.824069,-73.945258
"1027","Tlapanec","Central America","Otomanguean",40.808961,-73.908564
"1028","Tö Tibetan","Eastern Asia","Sino-Tibetan",40.744343,-73.919346
"1029","Tobagonian Creole","Caribbean","Indo-European",40.63804623,-73.89159878
"1030","Tok Pisin","Melanesia","Indo-European",40.750807,-73.973998
"1031","Tokpe Gola","Southern Asia","Sino-Tibetan",40.746539,-73.892884
"1032","Tonga","Eastern Africa","Atlantic-Congo",40.813291,-73.939067
"1033","Tongan","Polynesia","Austronesian",40.755607,-73.968567
"1034","Tontemboan","Southeastern Asia","Austronesian",40.737896,-73.875623
"1035","Tosk Albanian","Southern Europe","Indo-European",40.61261055,-73.97947346
"1036","Tosk Albanian","Southern Europe","Indo-European",40.721232,-73.784371
"1037","Tosk Albanian","Southern Europe","Indo-European",40.704121,-73.895448
"1038","Trinidadian Creole","Caribbean","Indo-European",40.64303416,-73.90241004
"1039","Trinidadian Creole","Caribbean","Indo-European",40.66164436,-73.96051167
"1040","Trinidadian Creole","Caribbean","Indo-European",40.685184,-73.829628
"1041","Trinidadian Creole","Caribbean","Indo-European",40.89422049,-73.85678341
"1042","Tripuri","Southern Asia","Sino-Tibetan",40.75482,-73.891022
"1043","Triqui","Central America","Otomanguean",40.49241522,-74.44580904
"1044","Tsum","Southern Asia","Sino-Tibetan",40.752061,-73.895899
"1045","Tswana","Southern Africa","Atlantic-Congo",40.753547,-73.973407
"1046","Tuareg","Northern Africa","Afro-Asiatic",40.808243,-73.941056
"1047","Tulu","Southern Asia","Dravidian",40.75272,-73.816919
"1048","Tumbuka","Eastern Africa","Atlantic-Congo",40.813635,-73.94798
"1049","Tunisian Arabic","Northern Africa","Afro-Asiatic",40.768328,-73.911964
"1050","Tunisian Judeo-Arabic","Northern Africa","Afro-Asiatic",40.62242,-73.965662
"1051","Turkish","Western Asia","Turkic",40.582256,-73.965657
"1052","Turkish","Western Asia","Turkic",40.749019,-73.995953
"1053","Turkish","Western Asia","Turkic",40.892809,-74.142168
"1054","Turkish","Western Asia","Turkic",40.743606,-73.919427
"1055","Turkmen","Central Asia","Turkic",40.610069,-73.994898
"1056","Turoyo Neo-Aramaic","Western Asia","Afro-Asiatic",40.956399,-74.009313
"1057","Tuscan","Southern Europe","Indo-European",40.728591,-74.000681
"1058","Tuvan","Eastern Europe","Turkic",40.5764508,-73.96639099
"1059","Twi","Western Africa","Atlantic-Congo",40.857459,-73.89955
"1060","Twi","Western Africa","Atlantic-Congo",40.70825347,-74.19518383
"1061","Twi","Western Africa","Atlantic-Congo",40.61673,-74.081192
"1062","Twi","Western Africa","Atlantic-Congo",40.655961,-73.953432
"1063","Tz'utujil","Central America","Mayan",40.932922,-74.155997
"1064","Tz'utujil","Central America","Mayan",40.64443,-74.010464
"1065","Tzotzil","Central America","Mayan",40.740306,-73.864997
"1066","Ü-Tsang Tibetan","Eastern Asia","Sino-Tibetan",40.747601,-73.891702
"1067","Uyghur","Eastern Asia","Turkic",40.57772,-73.955372
"1068","Uyghur","Eastern Asia","Turkic",40.756503,-73.830804
"1069","Ulster Scots","Northern Europe","Indo-European",40.70938683,-74.00805154
"1070","Umbundu","Middle Africa","Atlantic-Congo",40.750864,-73.971223
"1071","Unkechaug","Northern America","Algic",40.78972,-72.83278
"1072","Urdu","Southern Asia","Indo-European",40.631056,-73.966223
"1073","Urdu","Southern Asia","Indo-European",40.750582,-73.894176
"1074","Urdu","Southern Asia","Indo-European",40.710311,-73.794989
"1075","Urdu","Southern Asia","Indo-European",40.722908,-74.05999761
"1076","Urdu","Southern Asia","Indo-European",40.611024,-74.08737
"1077","Urdu","Southern Asia","Indo-European",40.839072,-73.865737
"1078","Urhobo","Western Africa","Atlantic-Congo",40.822789,-73.821649
"1079","Uzbek","Central Asia","Turkic",40.611249,-73.995133
"1080","Uzbek","Central Asia","Turkic",40.886361,-74.570161
"1081","Uzbek","Central Asia","Turkic",40.722512,-73.844181
"1082","Vai","Western Africa","Mande",40.61044,-74.083379
"1083","Venetian","Southern Europe","Indo-European",40.704999,-74.008857
"1084","Vietnamese","Southeastern Asia","Austroasiatic",40.617997,-73.993985
"1085","Vietnamese","Southeastern Asia","Austroasiatic",40.743318,-73.887094
"1086","Vietnamese","Southeastern Asia","Austroasiatic",40.721381,-73.991177
"1087","Vietnamese","Southeastern Asia","Austroasiatic",40.846661,-73.888751
"1088","Vincentian Creole","Caribbean","Indo-European",40.66252565,-73.95520111
"1089","Virgin Islands Creole","Caribbean","Indo-European",40.82005089,-73.92808258
"1090","Volga Tatar","Eastern Europe","Turkic",40.575011,-73.963777
"1091","Wa","Southeastern Asia","Austroasiatic",40.7421422,-73.89048475
"1092","Wa","Southeastern Asia","Austroasiatic",40.705123,-73.870728
"1093","Wa","Southeastern Asia","Austroasiatic",40.680076,-73.969581
"1094","Wakhi","Southern Asia","Indo-European",40.615914,-73.986488
"1095","Wali","Western Africa","Atlantic-Congo",40.84878,-73.915574
"1096","Walloon","Western Europe","Indo-European",40.701345,-74.012598
"1097","Walung","Southern Asia","Sino-Tibetan",40.756795,-73.899191
"1098","Waray-Waray","Southeastern Asia","Austronesian",40.748374,-73.896069
"1099","Welsh","Northern Europe","Indo-European",40.779649,-73.982239
"1100","Wenzhounese","Eastern Asia","Sino-Tibetan",40.713266,-73.99703
"1101","Wenzhounese","Eastern Asia","Sino-Tibetan",40.757374,-73.831189
"1102","Wenzhounese","Eastern Asia","Sino-Tibetan",40.633232,-74.011633
"1103","West Ambae","Melanesia","Austronesian",40.753893,-73.973397
"1104","Western Armenian","Western Asia","Indo-European",40.748382,-73.996172
"1105","Western Armenian","Western Asia","Indo-European",40.770532,-73.751444
"1106","Western Armenian","Western Asia","Indo-European",40.927626,-74.025342
"1107","Western Armenian","Western Asia","Indo-European",40.744001,-73.924129
"1108","Western Armenian","Western Asia","Indo-European",40.852689,-73.93044
"1109","Wolof","Western Africa","Atlantic-Congo",40.684095,-73.954215
"1110","Wolof","Western Africa","Atlantic-Congo",40.832979,-73.855036
"1111","Wolof","Western Africa","Atlantic-Congo",40.803905,-73.95269
"1112","Xhosa","Southern Africa","Atlantic-Congo",40.746911,-73.971575
"1113","Yakan","Southeastern Asia","Austronesian",40.74677,-73.91066
"1114","Yakut","Eastern Europe","Turkic",40.577815,-73.935561
"1115","Yemba","Middle Africa","Atlantic-Congo",40.84647,-73.88566
"1116","Yemeni Arabic","Western Asia","Afro-Asiatic",40.63461,-74.020714
"1117","Yemeni Arabic","Western Asia","Afro-Asiatic",40.689894,-73.993658
"1118","Yemeni Arabic","Western Asia","Afro-Asiatic",40.847458,-73.866239
"1119","Yemenite Judeo-Arabic","Western Asia","Afro-Asiatic",40.638603,-73.991988
"1120","Yiddish","Eastern Europe","Indo-European",40.724614,-73.820748
"1121","Yiddish","Eastern Europe","Indo-European",40.713986,-73.989543
"1122","Yiddish","Eastern Europe","Indo-European",40.877972,-73.879699
"1123","Yiddish","Eastern Europe","Indo-European",40.66899494,-73.91547325
"1124","Hyolmo","Southern Asia","Sino-Tibetan",40.744864,-73.896722
"1125","Yoruba","Western Africa","Atlantic-Congo",40.626477,-74.076736
"1126","Yoruba","Western Africa","Atlantic-Congo",40.82895,-73.915975
"1127","Yoruba","Western Africa","Atlantic-Congo",40.638492,-73.972166
"1128","Yoruba","Western Africa","Atlantic-Congo",40.681809,-73.792175
"1129","Yunnanese","Eastern Asia","Sino-Tibetan",40.75877591,-73.83161529
"1130","Zacaptec Mixtec","Central America","Otomanguean",40.48968482,-74.45089143
"1131","Zaghawa","Northern Africa","Saharan",40.647359,-73.959879
"1132","Zapotec","Central America","Otomanguean",40.49170554,-74.4542884
"1133","Zapotec","Central America","Otomanguean",41.707,-73.92922
"1134","Zarma","Western Africa","Songhay",40.863258,-73.901373
"1135","Zaza","Western Asia","Indo-European",40.764276,-73.974029
"1136","Zoroastrian Dari","Southern Asia","Indo-European",41.167454,-74.052393
"1137","Zulu","Southern Africa","Atlantic-Congo",40.746455,-73.971775
"1138","Zuwara","Northern Africa","Afro-Asiatic",40.768641,-73.911605
"1139","Tosk Albanian","Southern Europe","Indo-European",40.8698256,-74.110074
"1140","Tosk Albanian","Southern Europe","Indo-European",40.8545926,-73.88126266
"1141","Breton","Western Europe","Indo-European",40.763304,-73.986284
"1142","Ningbo","Eastern Asia","Sino-Tibetan",40.70459875,-73.94463072
"1143","Norwegian","Northern Europe","Indo-European",40.54837016,-74.14739902
"1144","Sherpa","Southern Asia","Sino-Tibetan",41.61972086,-74.18482401
"1145","Franconian","Western Europe","Indo-European",40.85033483,-73.93735183
"1146","Rashti","Southern Asia","Indo-European",40.77146843,-73.96299545
"1147","Dutch","Western Europe","Indo-European",41.93300212,-74.01903116
"1148","Lemko","Eastern Europe","Indo-European",41.67496382,-73.00488804
"1149","Quiripi","Northern America","Algic",41.29862302,-72.90824049
"1150","Slovenian","Eastern Europe","Indo-European",41.20066114,-73.2536926
"1151","Cape Verdean Creole","Western Africa","Indo-European",41.18524644,-73.20075756
"1152","Finnish","Northern Europe","Uralic",40.80777745,-73.94248724
"1153","Sylheti","Southern Asia","Indo-European",40.72636833,-73.98631918
"1154","Chechen","Eastern Europe","Nakh-Daghestanian",40.87584048,-74.13939945
"1155","Arbëresh","Southern Europe","Indo-European",40.81497009,-73.9134377
"1156","Sri Lankan Malay","Southern Asia","Austronesian",40.63389855,-74.08565592
"1157","Kandhari","Southern Asia","Indo-European",40.76996803,-73.52473145
"1158","Pashto","Southern Asia","Indo-European",40.7584633,-73.51158481
"1159","Kabli","Southern Asia","Indo-European",40.76986578,-73.52165673
"1160","Peruvian Quechua","South America","Quechuan",40.66014113,-73.98462416
"1161","Slovak","Eastern Europe","Indo-European",40.77313271,-73.91610347
"1162","Algerian Arabic","Northern Africa","Afro-Asiatic",40.59894853,-73.99741832
"1163","Kadazan Dusun","Southeastern Asia","Austronesian",40.80278362,-73.9642339
"1164","Tanchangya","Southern Asia","Indo-European",40.75577113,-73.89203393
"1165","Mazahua","Central America","Otomanguean",40.72813684,-74.15512753
"1166","Cypriot Turkish","Southern Europe","Turkic",40.8466281,-73.86115844
"1167","Kuna","Central America","Chibchan",40.68349491,-73.99344891
"1168","Tagalog","Southeastern Asia","Austronesian",40.69961289,-73.98058551
"1169","Memoni","Southern Asia","Indo-European",40.73930222,-73.69977384
"1170","Kodava","Southern Asia","Dravidian",40.516197,-74.356567
"1171","Sangtam","Southern Asia","Sino-Tibetan",40.5017604,-74.39808902
"1172","Ao","Southern Asia","Sino-Tibetan",40.51767823,-74.40786063
"1173","Konyak","Southern Asia","Sino-Tibetan",40.6965817,-73.98331121
"1174","Sema","Southern Asia","Sino-Tibetan",40.63372132,-73.9649681
"1175","Pochury","Southern Asia","Sino-Tibetan",40.59299394,-74.62656605
"1176","Changki","Southern Asia","Sino-Tibetan",40.7277572,-73.98210737
"1177","Tangkhul","Southern Asia","Sino-Tibetan",40.76101637,-74.21047832
"1178","Nagamese","Southern Asia","Indo-European",40.50179303,-74.39550337
"1179","Pugliese (Palese)","Southern Europe","Indo-European",40.66013248,-73.83096162
"1180","Sorani Kurdish","Western Asia","Indo-European",40.75417743,-73.97069261
"1181","Pugliese (Grumese)","Southern Europe","Indo-European",40.83196435,-73.82579469
"1182","North Frisian","Western Europe","Indo-European",40.6857747,-73.69790506
"1183","Winnebago","Northern America","Siouan",40.77570425,-73.98446418
"1184","Saramaccan Creole","South America","Indo-European",40.72037597,-73.74191172
"1185","Hungarian","Eastern Europe","Uralic",40.8701177,-74.11442638
"1186","Hamgyŏng Korean (Joseonjok)","Eastern Asia","Koreanic",40.76493951,-73.82159424
"1187","Lamnso","Middle Africa","Atlantic-Congo",40.84835381,-73.89312066
"1188","Bafut","Middle Africa","Atlantic-Congo",40.84777759,-73.89543809
"1189","Duala","Middle Africa","Atlantic-Congo",40.84609759,-73.89226235
"1190","Falam Chin","Southeastern Asia","Sino-Tibetan",40.59047196,-73.97438292
"1191","Romagnol","Southern Europe","Indo-European",40.76701301,-73.91247562
