"","X","Language","World.Region","Language.Family","Latitude","Longitude","class"
"534",898,"Sherpa","Southern Asia","Sino-Tibetan",40.745408,-73.8895555,"Asia"
"535",899,"Sherpa","Southern Asia","Sino-Tibetan",40.640372,-73.96564,"Asia"
"536",900,"Shina","Southern Asia","Indo-European",40.632465,-74.006391,"Asia"
"537",901,"Shina","Southern Asia","Indo-European",40.73186501,-73.86658213,"Asia"
"538",905,"Shughni","Southern Asia","Indo-European",40.617631,-73.990366,"Asia"
"539",906,"Shughni","Southern Asia","Indo-European",40.731689,-73.867039,"Asia"
"540",908,"Sichuanese","Eastern Asia","Sino-Tibetan",40.754672,-73.824709,"Asia"
"541",909,"Sicilian","Southern Europe","Indo-European",40.666198,-74.121954,"Europe"
"542",910,"Sicilian","Southern Europe","Indo-European",40.8547436,-73.88834188,"Europe"
"543",911,"Sicilian","Southern Europe","Indo-European",40.685819,-73.995809,"Europe"
"544",912,"Sicilian","Southern Europe","Indo-European",40.59537677,-73.99041031,"Europe"
"545",913,"Sicilian","Southern Europe","Indo-European",40.717594,-73.99632,"Europe"
"546",914,"Sicilian","Southern Europe","Indo-European",40.707108,-73.903259,"Europe"
"547",918,"Denjongke","Southern Asia","Sino-Tibetan",40.7526,-73.9243,"Asia"
"548",919,"Silesian","Eastern Europe","Indo-European",40.731949,-73.949975,"Europe"
"549",920,"Sindhi","Southern Asia","Indo-European",40.743501,-73.889015,"Asia"
"550",921,"Sindhi","Southern Asia","Indo-European",40.74202,-73.98291,"Asia"
"551",922,"Sindhi","Southern Asia","Indo-European",40.63031543,-73.9660899,"Asia"
"552",923,"Singlish","Southeastern Asia","Indo-European",40.753147,-73.968607,"Asia"
"553",924,"Sinhalese","Southern Asia","Indo-European",40.625724,-74.075211,"Asia"
"554",925,"Sinhalese","Southern Asia","Indo-European",40.40002942,-74.58920329,"Asia"
"555",926,"Sinhalese","Southern Asia","Indo-European",40.727853,-73.750883,"Asia"
"556",928,"Slovak","Eastern Europe","Indo-European",40.72370739,-73.95087109,"Europe"
"557",929,"Slovak","Eastern Europe","Indo-European",40.763807,-73.958091,"Europe"
"558",930,"Slovak","Eastern Europe","Indo-European",40.948007,-73.873622,"Europe"
"559",931,"Slovenian","Eastern Europe","Indo-European",40.727947,-73.986446,"Europe"
"560",932,"Slovenian","Eastern Europe","Indo-European",40.70671312,-73.90525162,"Europe"
"561",939,"South Levantine Arabic","Western Asia","Afro-Asiatic",40.63548973,-74.02053695,"Asia"
"562",940,"South Levantine Arabic","Western Asia","Afro-Asiatic",40.918426,-74.167821,"Asia"
"563",944,"Sri Lankan English","Southern Asia","Indo-European",40.628022,-74.074366,"Asia"
"564",945,"Sri Lankan Tamil","Southern Asia","Dravidian",40.615925,-74.102898,"Asia"
"565",946,"Sri Lankan Tamil","Southern Asia","Dravidian",40.715457,-73.741532,"Asia"
"566",951,"Sundanese","Southeastern Asia","Austronesian",40.758821,-73.911804,"Asia"
"567",952,"Sundanese","Southeastern Asia","Austronesian",40.743866,-73.885241,"Asia"
"568",953,"Sunwar","Southern Asia","Sino-Tibetan",40.746141,-73.890133,"Asia"
"569",956,"Svan","Western Asia","Kartvelian",40.615344,-73.996824,"Asia"
"570",957,"Swabian","Western Europe","Indo-European",40.72615665,-73.98336473,"Europe"
"571",962,"Swiss German","Western Europe","Indo-European",40.751549,-73.976685,"Europe"
"572",963,"Sylheti","Southern Asia","Indo-European",40.757027,-73.930985,"Asia"
"573",964,"Sylheti","Southern Asia","Indo-European",40.639024,-73.975506,"Asia"
"574",965,"Sylheti","Southern Asia","Indo-European",40.877143,-73.879021,"Asia"
"575",966,"Sylheti","Southern Asia","Indo-European",40.680082,-73.861136,"Asia"
"576",967,"Syriac","Western Asia","Afro-Asiatic",40.687837,-73.984766,"Asia"
"577",968,"Syriac","Western Asia","Afro-Asiatic",40.952931,-74.076824,"Asia"
"578",969,"Syrian Judeo-Arabic","Western Asia","Afro-Asiatic",40.71750208,-73.99122362,"Asia"
"579",970,"Syrian Judeo-Arabic","Western Asia","Afro-Asiatic",40.252374,-74.001209,"Asia"
"580",971,"Syrian Judeo-Arabic","Western Asia","Afro-Asiatic",40.599219,-73.966234,"Asia"
"581",972,"Syro-Malankara Syriac","Southern Asia","Afro-Asiatic",40.744794,-73.712307,"Asia"
"582",973,"Tagalog","Southeastern Asia","Austronesian",40.730095,-73.980013,"Asia"
"583",974,"Tagalog","Southeastern Asia","Austronesian",40.714214,-73.777095,"Asia"
"584",975,"Tagalog","Southeastern Asia","Austronesian",40.73491125,-74.05902501,"Asia"
"585",976,"Tagalog","Southeastern Asia","Austronesian",40.833352,-73.90282,"Asia"
"586",977,"Tagalog","Southeastern Asia","Austronesian",40.74637,-73.895345,"Asia"
"587",979,"Taishanese","Eastern Asia","Sino-Tibetan",40.754,-73.829123,"Asia"
"588",980,"Taishanese","Eastern Asia","Sino-Tibetan",40.719229,-73.996307,"Asia"
"589",981,"Taishanese","Eastern Asia","Sino-Tibetan",40.61862277,-73.98428289,"Asia"
"590",982,"Taiwanese","Eastern Asia","Sino-Tibetan",40.763296,-73.829564,"Asia"
"591",983,"Taiwanese","Eastern Asia","Sino-Tibetan",40.640121,-74.008508,"Asia"
"592",984,"Tajik","Central Asia","Indo-European",40.724723,-73.847605,"Asia"
"593",985,"Tajik","Central Asia","Indo-European",40.584019,-73.950845,"Asia"
"594",986,"Tamang","Southern Asia","Sino-Tibetan",40.698555,-73.907886,"Asia"
"595",987,"Tamang","Southern Asia","Sino-Tibetan",40.742475,-73.904506,"Asia"
"596",988,"Tamil","Southern Asia","Dravidian",40.628745,-74.636082,"Asia"
"597",989,"Tamil","Southern Asia","Dravidian",40.754806,-73.716303,"Asia"
"598",990,"Tamil","Southern Asia","Dravidian",40.74148533,-73.98309462,"Asia"
"599",991,"Tamil","Southern Asia","Dravidian",40.73572974,-74.06629813,"Asia"
"600",994,"Tatar","Eastern Europe","Turkic",40.781358,-73.845833,"Europe"
"601",995,"Tatar","Eastern Europe","Turkic",40.71201,-73.946781,"Europe"
"602",996,"Tausug","Southeastern Asia","Austronesian",40.745807,-73.902607,"Asia"
"603",998,"Tedim Chin","Southeastern Asia","Sino-Tibetan",40.70554905,-73.87129026,"Asia"
"604",999,"Telugu","Southern Asia","Dravidian",40.750112,-73.762918,"Asia"
"605",1000,"Telugu","Southern Asia","Dravidian",40.542939,-74.32825,"Asia"
"606",1001,"Telugu","Southern Asia","Dravidian",40.73564041,-74.06588913,"Asia"
"607",1006,"Teochew","Eastern Asia","Sino-Tibetan",40.715785,-73.998674,"Asia"
"608",1007,"Teochew","Eastern Asia","Sino-Tibetan",40.908864,-73.880689,"Asia"
"609",1009,"Tetum","Southeastern Asia","Austronesian",40.75217,-73.966173,"Asia"
"610",1010,"Thai","Southeastern Asia","Tai-Kadai",40.86357416,-73.09402532,"Asia"
"611",1011,"Thai","Southeastern Asia","Tai-Kadai",40.74033802,-73.88727133,"Asia"
"612",1012,"Thai","Southeastern Asia","Tai-Kadai",40.761009,-73.990538,"Asia"
"613",1013,"Thai","Southeastern Asia","Tai-Kadai",40.85373,-73.900376,"Asia"
"614",1014,"Thakali","Southern Asia","Sino-Tibetan",40.640355,-73.966977,"Asia"
"615",1015,"Thakali","Southern Asia","Sino-Tibetan",40.748901,-73.891471,"Asia"
"616",1016,"Tharu","Southern Asia","Indo-European",40.74933,-73.893447,"Asia"
"617",1017,"Tibetan","Eastern Asia","Sino-Tibetan",40.73993933,-73.87942265,"Asia"
"618",1018,"Tibetan","Eastern Asia","Sino-Tibetan",40.63354626,-73.96578349,"Asia"
"619",1019,"Tibetan","Eastern Asia","Sino-Tibetan",40.858839,-73.865862,"Asia"
"620",1020,"Tibetan","Eastern Asia","Sino-Tibetan",41.55620183,-74.1803347,"Asia"
"621",1021,"Tibetan","Eastern Asia","Sino-Tibetan",40.75567,-73.904271,"Asia"
"622",1028,"Tö Tibetan","Eastern Asia","Sino-Tibetan",40.744343,-73.919346,"Asia"
"623",1031,"Tokpe Gola","Southern Asia","Sino-Tibetan",40.746539,-73.892884,"Asia"
"624",1034,"Tontemboan","Southeastern Asia","Austronesian",40.737896,-73.875623,"Asia"
"625",1035,"Tosk Albanian","Southern Europe","Indo-European",40.61261055,-73.97947346,"Europe"
"626",1036,"Tosk Albanian","Southern Europe","Indo-European",40.721232,-73.784371,"Europe"
"627",1037,"Tosk Albanian","Southern Europe","Indo-European",40.704121,-73.895448,"Europe"
"628",1042,"Tripuri","Southern Asia","Sino-Tibetan",40.75482,-73.891022,"Asia"
"629",1044,"Tsum","Southern Asia","Sino-Tibetan",40.752061,-73.895899,"Asia"
"630",1047,"Tulu","Southern Asia","Dravidian",40.75272,-73.816919,"Asia"
